Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,DBSCAN_Cluster
635,1,375.5,1,1,2,112,At Risk,1,0
63,2,1259.5,3,2,4,324,Regular Customers,0,0
59,1,172.25,4,1,1,411,Potential Loyalist,0,0
396,1,212.78,2,1,1,211,At Risk,1,0
25,5,3114.4,4,4,5,445,Loyal Customers,0,0
374,9,2011.82,2,5,4,254,At Risk,1,0
4,143,195640.69,5,5,5,555,Champions,3,-1
31,16,2770.73,4,5,4,454,Loyal Customers,0,0
422,3,2020.4,1,3,4,134,At Risk,1,0
39,1,151.29999999999998,4,1,1,411,Potential Loyalist,0,0
597,2,451.73,1,2,2,122,At Risk,1,0
155,2,764.15,3,2,3,323,Regular Customers,0,0
26,13,2596.9700000000003,4,5,4,454,Loyal Customers,0,0
447,1,161.0,1,1,1,111,At Risk,1,0
446,1,135.18,1,1,1,111,At Risk,1,0
318,2,425.56,2,2,2,222,At Risk,1,0
5,9,2308.06,5,5,4,554,Loyal Customers,0,0
8,7,1717.19,5,4,4,544,Loyal Customers,0,0
303,2,631.17,2,2,3,223,At Risk,1,0
267,5,3365.86,2,4,5,245,At Risk,0,0
271,1,285.33,2,1,1,211,At Risk,1,0
4,18,7571.35,5,5,5,555,Champions,0,0
32,3,509.52,4,3,2,432,Potential Loyalist,0,0
219,9,1792.26,2,5,4,254,At Risk,0,0
247,2,766.42,2,2,3,223,At Risk,0,0
408,3,740.76,2,3,3,233,At Risk,1,0
465,1,161.35,1,1,1,111,At Risk,1,0
281,17,8153.04,2,5,5,255,At Risk,0,0
269,1,138.28,2,1,1,211,At Risk,1,0
32,8,1763.3,4,4,4,444,Loyal Customers,0,0
246,2,306.55,2,2,2,222,At Risk,0,0
15,11,2783.08,5,5,4,554,Loyal Customers,0,0
117,4,799.9,3,3,3,333,Regular Customers,0,0
36,2,741.54,4,2,3,423,Potential Loyalist,0,0
132,10,5635.41,3,5,5,355,Regular Customers,0,0
217,6,1194.08,2,4,3,243,At Risk,0,0
637,1,213.01,1,1,1,111,At Risk,1,0
50,8,1980.56,4,4,4,444,Loyal Customers,0,0
39,2,1079.6599999999999,4,2,3,423,Potential Loyalist,0,0
29,8,1074.15,4,4,3,443,Loyal Customers,0,0
37,16,2855.17,4,5,4,454,Loyal Customers,0,0
436,3,724.73,1,3,3,133,At Risk,1,0
136,2,752.6,3,2,3,323,Regular Customers,0,0
219,2,610.59,2,2,3,223,At Risk,0,0
28,1,491.86,4,1,2,412,Potential Loyalist,0,0
411,2,487.03000000000003,1,2,2,122,At Risk,1,0
509,4,6695.6900000000005,1,3,5,135,At Risk,1,0
25,13,9762.77,4,5,5,455,Loyal Customers,0,0
5,7,2752.47,5,4,4,544,Loyal Customers,0,0
200,1,339.59999999999997,2,1,2,212,At Risk,0,0
396,1,434.78000000000003,2,1,2,212,At Risk,1,0
18,2,292.2,5,2,2,522,Potential Loyalist,0,0
241,5,1582.77,2,4,4,244,At Risk,0,0
72,3,668.4300000000001,3,3,3,333,Regular Customers,0,0
17,12,3107.87,5,5,5,555,Champions,0,0
3,7,1341.6,5,4,4,544,Loyal Customers,0,0
95,2,1080.52,3,2,3,323,Regular Customers,0,0
162,2,777.36,3,2,3,323,Regular Customers,0,0
414,1,176.69,1,1,1,111,At Risk,1,0
374,2,169.79999999999998,2,2,1,221,At Risk,1,0
96,9,2064.35,3,5,4,354,Regular Customers,0,0
54,11,3602.1800000000003,4,5,5,455,Loyal Customers,0,0
288,1,296.25,2,1,2,212,At Risk,1,0
124,7,1579.8300000000002,3,4,4,344,Regular Customers,0,0
288,4,2094.57,2,3,4,234,At Risk,1,0
152,3,447.05,3,3,2,332,Regular Customers,0,0
4,9,2108.06,5,5,4,554,Loyal Customers,0,0
2,23,8655.95,5,5,5,555,Champions,0,0
675,1,195.55,1,1,1,111,At Risk,1,0
12,15,8698.13,5,5,5,555,Champions,0,0
33,2,659.4100000000001,4,2,3,423,Potential Loyalist,0,0
54,5,1363.6399999999999,4,4,4,444,Loyal Customers,0,0
50,6,1952.17,4,4,4,444,Loyal Customers,0,0
219,5,2472.48,2,4,4,244,At Risk,0,0
63,3,5217.4400000000005,3,3,5,335,Regular Customers,0,0
71,6,2919.62,3,4,5,345,Regular Customers,0,0
653,1,352.821,1,1,2,112,At Risk,1,0
495,1,190.35,1,1,1,111,At Risk,1,0
2,73,33903.57,5,5,5,555,Champions,3,-1
727,2,875.97,1,2,3,123,At Risk,1,0
2,20,5478.12,5,5,5,555,Champions,0,0
422,4,785.37,1,3,3,133,At Risk,1,0
64,9,5728.82,3,5,5,355,Regular Customers,0,0
34,8,3100.02,4,4,5,445,Loyal Customers,0,0
397,2,301.54,2,2,2,222,At Risk,1,0
82,1,345.0,3,1,2,312,Regular Customers,0,0
591,1,1049.66,1,1,3,113,At Risk,1,0
428,2,623.98,1,2,3,123,At Risk,1,0
1,61,49638.26,5,5,5,555,Champions,3,-1
103,4,1124.49,3,3,3,333,Regular Customers,0,0
516,1,161.13,1,1,1,111,At Risk,1,0
7,3,732.07,5,3,3,533,Potential Loyalist,0,0
251,3,778.83,2,3,3,233,At Risk,0,0
13,13,1786.08,5,5,4,554,Loyal Customers,0,0
488,4,1542.09,1,3,4,134,At Risk,1,0
10,14,2910.23,5,5,5,555,Champions,0,0
429,4,542.49,1,3,2,132,At Risk,1,0
367,6,3127.99,2,4,5,245,At Risk,1,0
76,6,1222.5,3,4,4,344,Regular Customers,0,0
505,1,3.75,1,1,1,111,At Risk,1,0
388,1,239.45999999999998,2,1,1,211,At Risk,1,0
4,1,348.8,5,1,2,512,Potential Loyalist,0,0
128,2,1516.0,3,2,4,324,Regular Customers,0,0
66,3,383.95,3,3,2,332,Regular Customers,0,0
647,1,96.0,1,1,1,111,At Risk,1,0
547,1,126.03,1,1,1,111,At Risk,1,0
388,4,836.3,2,3,3,233,At Risk,1,0
499,1,289.7,1,1,2,112,At Risk,1,0
437,3,1179.45,1,3,3,133,At Risk,1,0
1,110,75428.87,5,5,5,555,Champions,3,-1
117,9,2803.57,3,5,4,354,Regular Customers,0,0
310,3,1679.56,2,3,4,234,At Risk,1,0
67,1,324.8,3,1,2,312,Regular Customers,0,0
139,19,26259.11,3,5,5,355,Regular Customers,0,0
255,3,1338.91,2,3,4,234,At Risk,0,0
31,9,3161.12,4,5,5,455,Loyal Customers,0,0
52,2,924.6,4,2,3,423,Potential Loyalist,0,0
64,1,256.38,3,1,1,311,Regular Customers,0,0
367,3,422.2,2,3,2,232,At Risk,1,0
6,5,1747.66,5,4,4,544,Loyal Customers,0,0
305,3,679.7,2,3,3,233,At Risk,1,0
29,3,1499.01,4,3,4,434,Potential Loyalist,0,0
184,3,814.5,3,3,3,333,Regular Customers,0,0
42,3,539.0,4,3,2,432,Potential Loyalist,0,0
40,8,2765.47,4,4,4,444,Loyal Customers,0,0
92,3,2257.32,3,3,4,334,Regular Customers,0,0
22,8,7475.74,4,4,5,445,Loyal Customers,0,0
24,2,571.6700000000001,4,2,2,422,Potential Loyalist,0,0
29,2,382.98,4,2,2,422,Potential Loyalist,0,0
430,1,61.28,1,1,1,111,At Risk,1,0
302,6,2642.35,2,4,4,244,At Risk,1,0
418,3,652.75,1,3,3,133,At Risk,1,0
145,6,1379.08,3,4,4,344,Regular Customers,0,0
6,2,632.0,5,2,3,523,Potential Loyalist,0,0
19,7,3403.4500000000003,5,4,5,545,Loyal Customers,0,0
33,12,3314.76,4,5,5,455,Loyal Customers,0,0
622,2,255.59,1,2,1,121,At Risk,1,0
176,1,189.5,3,1,1,311,Regular Customers,0,0
58,3,409.8,4,3,2,432,Potential Loyalist,0,0
22,1,209.49,4,1,1,411,Potential Loyalist,0,0
421,1,102.0,1,1,1,111,At Risk,1,0
582,1,156.85000000000002,1,1,1,111,At Risk,1,0
16,18,6585.54,5,5,5,555,Champions,0,0
19,2,609.89,5,2,3,523,Potential Loyalist,0,0
159,2,700.41,3,2,3,323,Regular Customers,0,0
577,2,324.19,1,2,2,122,At Risk,1,0
25,7,1095.27,4,4,3,443,Loyal Customers,0,0
399,2,620.37,2,2,3,223,At Risk,1,0
212,2,266.59000000000003,2,2,1,221,At Risk,0,0
6,10,1690.07,5,5,4,554,Loyal Customers,0,0
486,1,139.95000000000002,1,1,1,111,At Risk,1,0
416,1,651.4,1,1,3,113,At Risk,1,0
253,1,85.0,2,1,1,211,At Risk,1,0
59,18,5319.34,4,5,5,455,Loyal Customers,0,0
381,1,319.75,2,1,2,212,At Risk,1,0
11,1,361.62,5,1,2,512,Potential Loyalist,0,0
65,1,312.98,3,1,2,312,Regular Customers,0,0
25,4,1307.79,4,3,4,434,Potential Loyalist,0,0
720,1,310.72,1,1,2,112,At Risk,1,0
92,8,3015.0,3,4,5,345,Regular Customers,0,0
52,5,3469.3,4,4,5,445,Loyal Customers,0,0
129,1,1595.48,3,1,4,314,Regular Customers,0,0
96,8,4606.46,3,4,5,345,Regular Customers,0,0
611,1,187.35000000000002,1,1,1,111,At Risk,1,0
57,1,1090.14,4,1,3,413,Potential Loyalist,0,0
9,39,11944.56,5,5,5,555,Champions,0,0
501,4,1310.3400000000001,1,3,4,134,At Risk,1,0
169,11,1142.03,3,5,3,353,Regular Customers,0,0
393,6,1001.01,2,4,3,243,At Risk,1,0
57,1,216.17,4,1,1,411,Potential Loyalist,0,0
326,2,515.86,2,2,2,222,At Risk,1,0
1,5,1245.9,5,4,4,544,Loyal Customers,0,0
429,2,273.26,1,2,1,121,At Risk,1,0
18,9,2556.09,5,5,4,554,Loyal Customers,0,0
248,4,1239.55,2,3,4,234,At Risk,0,0
387,1,662.4000000000001,2,1,3,213,At Risk,1,0
58,4,501.56,4,3,2,432,Potential Loyalist,0,0
74,1,145.67000000000002,3,1,1,311,Regular Customers,0,0
31,3,1005.09,4,3,3,433,Potential Loyalist,0,0
7,2,3192.54,5,2,5,525,Potential Loyalist,0,0
123,10,7996.87,3,5,5,355,Regular Customers,0,0
2,15,5712.08,5,5,5,555,Champions,0,0
23,17,7885.85,4,5,5,455,Loyal Customers,0,0
527,3,919.57,1,3,3,133,At Risk,1,0
120,8,1038.92,3,4,3,343,Regular Customers,0,0
358,7,2049.15,2,4,4,244,At Risk,1,0
54,14,4814.37,4,5,5,455,Loyal Customers,0,0
64,1,122.7,3,1,1,311,Regular Customers,0,0
86,3,449.68,3,3,2,332,Regular Customers,0,0
55,4,2416.9,4,3,4,434,Potential Loyalist,0,0
646,1,395.5,1,1,2,112,At Risk,1,0
21,17,4293.86,4,5,5,455,Loyal Customers,0,0
4,43,45179.1,5,5,5,555,Champions,0,0
3,5,1191.13,5,4,3,543,Loyal Customers,0,0
11,15,6560.02,5,5,5,555,Champions,0,0
7,10,1825.03,5,5,4,554,Loyal Customers,0,0
189,2,506.8,3,2,2,322,Regular Customers,0,0
71,1,243.56,3,1,1,311,Regular Customers,0,0
204,1,349.55,2,1,2,212,At Risk,0,0
120,7,2001.59,3,4,4,344,Regular Customers,0,0
93,6,1991.23,3,4,4,344,Regular Customers,0,0
1,14,2927.38,5,5,5,555,Champions,0,0
378,3,859.21,2,3,3,233,At Risk,1,0
27,6,1267.6499999999999,4,4,4,444,Loyal Customers,0,0
298,1,821.1,2,1,3,213,At Risk,1,0
24,3,564.62,4,3,2,432,Potential Loyalist,0,0
28,6,4008.52,4,4,5,445,Loyal Customers,0,0
626,1,388.55,1,1,2,112,At Risk,1,0
50,3,1160.72,4,3,3,433,Potential Loyalist,0,0
326,2,686.4,2,2,3,223,At Risk,1,0
16,2,388.52,5,2,2,522,Potential Loyalist,0,0
183,6,1610.59,3,4,4,344,Regular Customers,0,0
72,15,5676.34,3,5,5,355,Regular Customers,0,0
632,5,34095.26,1,4,5,145,At Risk,1,-1
400,1,165.45000000000002,2,1,1,211,At Risk,1,0
37,2,332.64,4,2,2,422,Potential Loyalist,0,0
733,1,312.65,1,1,2,112,At Risk,1,0
409,1,42.0,2,1,1,211,At Risk,1,0
692,1,136.8,1,1,1,111,At Risk,1,0
80,4,2369.55,3,3,4,334,Regular Customers,0,0
423,2,282.85,1,2,1,121,At Risk,1,0
57,20,4234.99,4,5,5,455,Loyal Customers,0,0
424,1,124.95,1,1,1,111,At Risk,1,0
507,1,42.22,1,1,1,111,At Risk,1,0
12,2,626.45,5,2,3,523,Potential Loyalist,0,0
394,1,70.80000000000001,2,1,1,211,At Risk,1,0
464,4,1275.81,1,3,4,134,At Risk,1,0
50,2,272.04,4,2,1,421,Potential Loyalist,0,0
50,2,1212.8400000000001,4,2,3,423,Potential Loyalist,0,0
59,4,1360.68,4,3,4,434,Potential Loyalist,0,0
432,4,1774.68,1,3,4,134,At Risk,1,0
402,4,730.7,2,3,3,233,At Risk,1,0
352,3,865.2,2,3,3,233,At Risk,1,0
54,1,351.13,4,1,2,412,Potential Loyalist,0,0
2,6,1838.8500000000001,5,4,4,544,Loyal Customers,0,0
93,4,678.25,3,3,3,333,Regular Customers,0,0
23,1,223.85000000000002,4,1,1,411,Potential Loyalist,0,0
75,2,708.26,3,2,3,323,Regular Customers,0,0
11,4,464.57,5,3,2,532,Potential Loyalist,0,0
169,11,3494.1,3,5,5,355,Regular Customers,0,0
58,2,337.34,4,2,2,422,Potential Loyalist,0,0
96,11,5257.38,3,5,5,355,Regular Customers,0,0
295,1,307.4,2,1,2,212,At Risk,1,0
109,2,608.7900000000001,3,2,2,322,Regular Customers,0,0
264,1,922.1,2,1,3,213,At Risk,1,0
597,3,6116.92,1,3,5,135,At Risk,1,0
180,3,939.66,3,3,3,333,Regular Customers,0,0
169,2,880.13,3,2,3,323,Regular Customers,0,0
35,1,71.66,4,1,1,411,Potential Loyalist,0,0
23,7,1560.96,4,4,4,444,Loyal Customers,0,0
17,4,839.14,5,3,3,533,Potential Loyalist,0,0
22,15,10027.18,4,5,5,455,Loyal Customers,0,0
535,1,320.0,1,1,2,112,At Risk,1,0
578,1,246.54,1,1,1,111,At Risk,1,0
653,1,200.43,1,1,1,111,At Risk,1,0
395,2,854.15,2,2,3,223,At Risk,1,0
79,6,1876.23,3,4,4,344,Regular Customers,0,0
65,1,90.6,3,1,1,311,Regular Customers,0,0
361,4,548.76,2,3,2,232,At Risk,1,0
3,6,2427.32,5,4,4,544,Loyal Customers,0,0
11,4,745.06,5,3,3,533,Potential Loyalist,0,0
176,3,674.45,3,3,3,333,Regular Customers,0,0
218,14,12823.521,2,5,5,255,At Risk,0,0
7,12,6640.68,5,5,5,555,Champions,0,0
2,2,439.92,5,2,2,522,Potential Loyalist,0,0
154,3,544.0699999999999,3,3,2,332,Regular Customers,0,0
5,5,1019.27,5,4,3,543,Loyal Customers,0,0
418,3,458.25,1,3,2,132,At Risk,1,0
380,8,4709.2300000000005,2,4,5,245,At Risk,1,0
79,6,1064.77,3,4,3,343,Regular Customers,0,0
21,2,230.22,4,2,1,421,Potential Loyalist,0,0
392,1,538.4,2,1,2,212,At Risk,1,0
22,3,362.8,4,3,2,432,Potential Loyalist,0,0
308,17,2860.57,2,5,4,254,At Risk,1,0
387,2,438.9,2,2,2,222,At Risk,1,0
477,3,996.61,1,3,3,133,At Risk,1,0
435,1,384.26,1,1,2,112,At Risk,1,0
146,2,166.3,3,2,1,321,Regular Customers,0,0
423,1,123.66,1,1,1,111,At Risk,1,0
7,35,12973.460000000001,5,5,5,555,Champions,0,0
386,2,846.55,2,2,3,223,At Risk,1,0
19,14,4667.57,5,5,5,555,Champions,0,0
71,2,190.25,3,2,1,321,Regular Customers,0,0
287,1,264.7,2,1,1,211,At Risk,1,0
49,2,677.72,4,2,3,423,Potential Loyalist,0,0
31,12,5256.4,4,5,5,455,Loyal Customers,0,0
207,4,1192.36,2,3,3,233,At Risk,0,0
411,1,519.8100000000001,1,1,2,112,At Risk,1,0
15,2,196.79000000000002,5,2,1,521,Potential Loyalist,0,0
73,7,3379.93,3,4,5,345,Regular Customers,0,0
60,5,768.82,3,4,3,343,Regular Customers,0,0
416,1,331.14,1,1,2,112,At Risk,1,0
39,9,3954.29,4,5,5,455,Loyal Customers,0,0
30,21,6753.89,4,5,5,455,Loyal Customers,0,0
27,12,1893.8,4,5,4,454,Loyal Customers,0,0
4,22,10020.86,5,5,5,555,Champions,0,0
17,1,320.46,5,1,2,512,Potential Loyalist,0,0
380,2,682.54,2,2,3,223,At Risk,1,0
20,8,4757.8,4,4,5,445,Loyal Customers,0,0
66,5,2026.06,3,4,4,344,Regular Customers,0,0
213,1,311.3,2,1,2,212,At Risk,0,0
12,6,852.88,5,4,3,543,Loyal Customers,0,0
30,3,219.5,4,3,1,431,Potential Loyalist,0,0
43,19,6775.71,4,5,5,455,Loyal Customers,0,0
4,6,2274.14,5,4,4,544,Loyal Customers,0,0
15,14,3902.01,5,5,5,555,Champions,0,0
386,2,895.76,2,2,3,223,At Risk,1,0
519,3,376.46,1,3,2,132,At Risk,1,0
447,3,566.7,1,3,2,132,At Risk,1,0
10,29,9502.26,5,5,5,555,Champions,0,0
211,5,2046.3400000000001,2,4,4,244,At Risk,0,0
46,9,4228.85,4,5,5,455,Loyal Customers,0,0
134,2,529.73,3,2,2,322,Regular Customers,0,0
733,1,209.41,1,1,1,111,At Risk,1,0
43,11,6258.45,4,5,5,455,Loyal Customers,0,0
10,5,2874.72,5,4,4,544,Loyal Customers,0,0
116,7,2196.67,3,4,4,344,Regular Customers,0,0
513,1,79.48,1,1,1,111,At Risk,1,0
432,1,509.04,1,1,2,112,At Risk,1,0
198,3,1099.91,2,3,3,233,At Risk,0,0
565,2,445.15,1,2,2,122,At Risk,1,0
480,2,457.82,1,2,2,122,At Risk,1,0
278,1,328.8,2,1,2,212,At Risk,1,0
110,5,1084.57,3,4,3,343,Regular Customers,0,0
77,3,1948.21,3,3,4,334,Regular Customers,0,0
53,1,917.34,4,1,3,413,Potential Loyalist,0,0
162,11,11403.41,3,5,5,355,Regular Customers,0,0
571,1,229.75,1,1,1,111,At Risk,1,0
645,1,367.15000000000003,1,1,2,112,At Risk,1,0
47,3,1421.61,4,3,4,434,Potential Loyalist,0,0
17,4,1249.01,5,3,4,534,Potential Loyalist,0,0
155,7,1716.58,3,4,4,344,Regular Customers,0,0
225,2,792.15,2,2,3,223,At Risk,0,0
7,2,584.07,5,2,2,522,Potential Loyalist,0,0
122,3,645.74,3,3,3,333,Regular Customers,0,0
465,8,4057.9,1,4,5,145,At Risk,1,0
471,2,713.11,1,2,3,123,At Risk,1,0
61,1,104.82,3,1,1,311,Regular Customers,0,0
550,3,10396.5,1,3,5,135,At Risk,1,0
63,2,467.66,3,2,2,322,Regular Customers,0,0
18,20,7521.8,5,5,5,555,Champions,0,0
7,44,39019.51,5,5,5,555,Champions,0,0
2,16,4546.41,5,5,5,555,Champions,0,0
555,1,109.44,1,1,1,111,At Risk,1,0
22,3,648.89,4,3,3,433,Potential Loyalist,0,0
29,9,2794.75,4,5,4,454,Loyal Customers,0,0
285,1,626.65,2,1,3,213,At Risk,1,0
176,6,836.95,3,4,3,343,Regular Customers,0,0
78,5,3069.88,3,4,5,345,Regular Customers,0,0
33,2,267.28000000000003,4,2,1,421,Potential Loyalist,0,0
41,35,12523.81,4,5,5,455,Loyal Customers,0,0
266,1,141.41,2,1,1,211,At Risk,1,0
725,1,431.98,1,1,2,112,At Risk,1,0
491,2,302.6,1,2,2,122,At Risk,1,0
27,10,3077.7,4,5,5,455,Loyal Customers,0,0
109,16,10986.63,3,5,5,355,Regular Customers,0,0
284,1,154.99,2,1,1,211,At Risk,1,0
9,14,3968.11,5,5,5,555,Champions,0,0
305,3,748.69,2,3,3,233,At Risk,1,0
17,13,13023.4,5,5,5,555,Champions,0,0
32,2,746.36,4,2,3,423,Potential Loyalist,0,0
1,37,21770.98,5,5,5,555,Champions,0,0
20,2,466.66,4,2,2,422,Potential Loyalist,0,0
124,4,572.3,3,3,2,332,Regular Customers,0,0
65,1,92.46,3,1,1,311,Regular Customers,0,0
106,3,1520.96,3,3,4,334,Regular Customers,0,0
1,23,8152.71,5,5,5,555,Champions,0,0
24,22,8346.66,4,5,5,455,Loyal Customers,0,0
463,2,469.19,1,2,2,122,At Risk,1,0
267,1,183.6,2,1,1,211,At Risk,1,0
5,30,8898.24,5,5,5,555,Champions,0,0
507,3,917.4300000000001,1,3,3,133,At Risk,1,0
10,24,25585.65,5,5,5,555,Champions,0,0
438,9,22710.2,1,5,5,155,At Risk,1,-1
29,15,3260.24,4,5,5,455,Loyal Customers,0,0
389,3,891.02,2,3,3,233,At Risk,1,0
267,1,152.55,2,1,1,211,At Risk,1,0
64,2,374.7,3,2,2,322,Regular Customers,0,0
320,4,1516.72,2,3,4,234,At Risk,1,0
515,2,225.81,1,2,1,121,At Risk,1,0
685,1,321.6,1,1,2,112,At Risk,1,0
4,8,1437.57,5,4,4,544,Loyal Customers,0,0
667,1,390.85,1,1,2,112,At Risk,1,0
32,1,151.04,4,1,1,411,Potential Loyalist,0,0
623,1,219.39999999999998,1,1,1,111,At Risk,1,0
5,6,1734.87,5,4,4,544,Loyal Customers,0,0
129,1,118.67,3,1,1,311,Regular Customers,0,0
41,6,615.0799999999999,4,4,3,443,Loyal Customers,0,0
102,9,1553.47,3,5,4,354,Regular Customers,0,0
125,2,618.73,3,2,3,323,Regular Customers,0,0
33,5,1115.68,4,4,3,443,Loyal Customers,0,0
302,10,4867.57,2,5,5,255,At Risk,1,0
365,2,413.36,2,2,2,222,At Risk,1,0
4,11,1082.19,5,5,3,553,Loyal Customers,0,0
512,1,150.5,1,1,1,111,At Risk,1,0
2,33,9720.67,5,5,5,555,Champions,0,0
463,1,39.95,1,1,1,111,At Risk,1,0
3,3,829.47,5,3,3,533,Potential Loyalist,0,0
10,16,64036.8,5,5,5,555,Champions,0,-1
57,1,158.75,4,1,1,411,Potential Loyalist,0,0
325,1,76.32000000000001,2,1,1,211,At Risk,1,0
654,2,9530.08,1,2,5,125,At Risk,1,0
8,24,7229.45,5,5,5,555,Champions,0,0
12,1,433.86,5,1,2,512,Potential Loyalist,0,0
440,1,311.77,1,1,2,112,At Risk,1,0
723,1,2.95,1,1,1,111,At Risk,1,0
4,17,65164.79,5,5,5,555,Champions,0,-1
481,2,422.85999999999996,1,2,2,122,At Risk,1,0
37,1,147.35,4,1,1,411,Potential Loyalist,0,0
16,20,5750.91,5,5,5,555,Champions,0,0
138,1,191.95000000000002,3,1,1,311,Regular Customers,0,0
74,13,9961.93,3,5,5,355,Regular Customers,0,0
5,5,1105.8799999999999,5,4,3,543,Loyal Customers,0,0
155,5,743.53,3,4,3,343,Regular Customers,0,0
239,5,5988.83,2,4,5,245,At Risk,0,0
737,1,214.79999999999998,1,1,1,111,At Risk,1,0
52,11,4877.3,4,5,5,455,Loyal Customers,0,0
31,4,1044.96,4,3,3,433,Potential Loyalist,0,0
73,1,144.2,3,1,1,311,Regular Customers,0,0
4,33,12987.95,5,5,5,555,Champions,0,0
14,4,692.85,5,3,3,533,Potential Loyalist,0,0
23,13,5834.59,4,5,5,455,Loyal Customers,0,0
4,16,7092.610000000001,5,5,5,555,Champions,0,0
274,7,1364.09,2,4,4,244,At Risk,1,0
502,2,622.6700000000001,1,2,3,123,At Risk,1,0
20,5,1382.74,4,4,4,444,Loyal Customers,0,0
144,1,90.0,3,1,1,311,Regular Customers,0,0
429,1,458.45,1,1,2,112,At Risk,1,0
376,2,183.37,2,2,1,221,At Risk,1,0
4,4,2780.15,5,3,4,534,Potential Loyalist,0,0
406,3,362.42,2,3,2,232,At Risk,1,0
733,1,436.18,1,1,2,112,At Risk,1,0
84,1,419.58000000000004,3,1,2,312,Regular Customers,0,0
11,3,2720.63,5,3,4,534,Potential Loyalist,0,0
8,4,1172.46,5,3,3,533,Potential Loyalist,0,0
123,6,1900.0800000000002,3,4,4,344,Regular Customers,0,0
61,3,924.21,3,3,3,333,Regular Customers,0,0
2,9,2591.34,5,5,4,554,Loyal Customers,0,0
319,4,1858.77,2,3,4,234,At Risk,1,0
649,1,168.22,1,1,1,111,At Risk,1,0
2,11,3586.0299999999997,5,5,5,555,Champions,0,0
130,4,911.14,3,3,3,333,Regular Customers,0,0
383,15,11123.35,2,5,5,255,At Risk,1,0
2,24,8839.67,5,5,5,555,Champions,0,0
401,5,1570.81,2,4,4,244,At Risk,1,0
696,1,332.7,1,1,2,112,At Risk,1,0
2,2,965.8800000000001,5,2,3,523,Potential Loyalist,0,0
46,4,1086.8,4,3,3,433,Potential Loyalist,0,0
4,2,935.05,5,2,3,523,Potential Loyalist,0,0
3,4,915.13,5,3,3,533,Potential Loyalist,0,0
373,2,671.34,2,2,3,223,At Risk,1,0
134,1,115.8,3,1,1,311,Regular Customers,0,0
486,1,30.599999999999998,1,1,1,111,At Risk,1,0
47,7,7600.05,4,4,5,445,Loyal Customers,0,0
9,12,9450.3,5,5,5,555,Champions,0,0
78,9,2590.2,3,5,4,354,Regular Customers,0,0
234,2,466.29,2,2,2,222,At Risk,0,0
221,1,446.62,2,1,2,212,At Risk,0,0
36,2,658.64,4,2,3,423,Potential Loyalist,0,0
673,2,679.45,1,2,3,123,At Risk,1,0
75,7,1997.3400000000001,3,4,4,344,Regular Customers,0,0
483,1,233.4,1,1,1,111,At Risk,1,0
239,8,6460.7,2,4,5,245,At Risk,0,0
266,1,118.75,2,1,1,211,At Risk,1,0
10,156,313437.62,5,5,5,555,Champions,2,-1
20,5,978.69,4,4,3,443,Loyal Customers,0,0
40,1,507.66,4,1,2,412,Potential Loyalist,0,0
20,20,7860.8,4,5,5,455,Loyal Customers,0,0
610,7,8421.47,1,4,5,145,At Risk,1,0
216,7,2996.93,2,4,5,245,At Risk,0,0
174,2,289.36,3,2,2,322,Regular Customers,0,0
87,5,2594.62,3,4,4,344,Regular Customers,0,0
71,2,1631.77,3,2,4,324,Regular Customers,0,0
276,1,120.44,2,1,1,211,At Risk,1,0
505,2,251.15,1,2,1,121,At Risk,1,0
39,8,1274.29,4,4,4,444,Loyal Customers,0,0
421,2,370.45,1,2,2,122,At Risk,1,0
431,2,621.51,1,2,3,123,At Risk,1,0
375,3,570.18,2,3,2,232,At Risk,1,0
98,2,498.79,3,2,2,322,Regular Customers,0,0
605,3,369.02,1,3,2,132,At Risk,1,0
11,6,586.0,5,4,2,542,Loyal Customers,0,0
33,1,134.46,4,1,1,411,Potential Loyalist,0,0
60,8,7678.88,3,4,5,345,Regular Customers,0,0
297,5,756.46,2,4,3,243,At Risk,1,0
86,13,2209.69,3,5,4,354,Regular Customers,0,0
9,7,1600.26,5,4,4,544,Loyal Customers,0,0
41,2,701.57,4,2,3,423,Potential Loyalist,0,0
11,33,6117.5,5,5,5,555,Champions,0,0
411,2,308.35,1,2,2,122,At Risk,1,0
444,4,678.77,1,3,3,133,At Risk,1,0
411,2,278.34000000000003,1,2,1,121,At Risk,1,0
67,1,452.89,3,1,2,312,Regular Customers,0,0
331,1,197.65,2,1,1,211,At Risk,1,0
427,5,1550.63,1,4,4,144,At Risk,1,0
474,1,123.5,1,1,1,111,At Risk,1,0
31,6,2054.36,4,4,4,444,Loyal Customers,0,0
2,16,5503.15,5,5,5,555,Champions,0,0
666,1,79.9,1,1,1,111,At Risk,1,0
2,15,4817.66,5,5,5,555,Champions,0,0
388,1,293.74,2,1,2,212,At Risk,1,0
68,3,1210.19,3,3,3,333,Regular Customers,0,0
5,36,18670.59,5,5,5,555,Champions,0,0
202,6,2615.6,2,4,4,244,At Risk,0,0
107,1,335.52,3,1,2,312,Regular Customers,0,0
411,1,390.05,1,1,2,112,At Risk,1,0
18,9,1569.73,5,5,4,554,Loyal Customers,0,0
218,4,1091.7,2,3,3,233,At Risk,0,0
617,1,379.2,1,1,2,112,At Risk,1,0
60,10,1193.54,3,5,3,353,Regular Customers,0,0
381,3,847.76,2,3,3,233,At Risk,1,0
