StockCode,Description,TotalSales,AvgDailySales,Revenue,CurrentStock,LeadTime,SafetyStock,ReorderPoint,Status,ReorderQty
21788,KIDS RAIN MAC BLUE,3213,17.751381215469614,2559.0299999999997,58,10,124.0,302.0,Reorder,244.0
21789,KIDS RAIN MAC PINK,2754,15.3,2245.68,150,3,107.0,153.0,Reorder,3.0
21790,VINTAGE SNAP CARDS,25120,16.70212765957447,19957.34,248,7,117.0,234.0,Healthy,0.0
21791,VINTAGE HEADS AND TAILS CARD GAME ,16199,15.181818181818182,19147.65,127,9,106.0,243.0,Reorder,116.0
21792,CLASSIC FRENCH STYLE BASKET GREEN ,478,3.621212121212121,2368.1,191,8,25.0,54.0,Overstock,0.0
21793,CLASSIC FRENCH STYLE BASKET BROWN,344,3.6595744680851063,1564.44,121,7,26.0,52.0,Overstock,0.0
21794,CLASSIC FRENCH STYLE BASKET NATURAL,677,4.453947368421052,3226.87,31,10,31.0,76.0,Reorder,45.0
21795,SET OF 3 BLUE STRIPE BASKET,436,5.7368421052631575,3632.9700000000003,294,5,40.0,69.0,Overstock,0.0
21796,SET OF 3 RED STRIPE BASKETS,323,4.893939393939394,2769.44,120,8,34.0,73.0,Healthy,0.0
21801,CHRISTMAS TREE DECORATION WITH BELL,1860,22.962962962962962,781.1999999999999,63,7,161.0,322.0,Reorder,259.0
21802,CHRISTMAS TREE HEART DECORATION,2388,23.643564356435643,1002.9599999999999,36,10,166.0,402.0,Reorder,366.0
21803,CHRISTMAS TREE STAR DECORATION,2489,24.401960784313726,1045.3799999999999,76,6,171.0,317.0,Reorder,241.0
21804,WHITE CHRISTMAS GARLAND STARS TREES,543,4.891891891891892,2025.45,31,10,34.0,83.0,Reorder,52.0
21805,WHITE CHRISTMAS TREE DECORATION ,2124,25.285714285714285,874.8,99,12,177.0,480.0,Reorder,381.0
21806,WHITE CHRISTMAS HEART DECORATION,2590,23.98148148148148,1079.1599999999999,235,4,168.0,264.0,Reorder,29.0
21807,WHITE CHRISTMAS STAR DECORATION,3000,21.73913043478261,1251.36,283,11,152.0,391.0,Reorder,108.0
21808,"CHRISTMAS GARLAND STARS,TREES",801,9.88888888888889,2008.75,168,11,69.0,178.0,Reorder,10.0
21809,CHRISTMAS HANGING TREE WITH BELL,2868,18.745098039215687,2202.69,100,12,131.0,356.0,Reorder,256.0
21810,CHRISTMAS HANGING STAR WITH BELL,6281,24.439688715953306,3698.65,234,12,171.0,464.0,Reorder,230.0
21811,CHRISTMAS HANGING HEART WITH BELL,1647,11.764285714285714,2031.39,217,8,82.0,176.0,Healthy,0.0
21811,HANGING HEART WITH BELL,4112,28.164383561643834,1906.58,219,6,197.0,366.0,Reorder,147.0
21812,GARLAND WITH HEARTS AND BELLS,597,4.776,2913.15,44,6,33.0,62.0,Reorder,18.0
21813,GARLAND WITH STARS AND BELLS,484,5.438202247191011,2345.4,108,8,38.0,82.0,Healthy,0.0
21814,HEART T-LIGHT HOLDER ,639,8.52,924.15,287,7,60.0,120.0,Overstock,0.0
21815, STAR  T-LIGHT HOLDER ,20,5.0,28.999999999999996,162,8,35.0,75.0,Overstock,0.0
21815,STAR  T-LIGHT HOLDER ,592,9.704918032786885,855.9999999999999,78,9,68.0,155.0,Reorder,77.0
21816,CHRISTMAS TREE T-LIGHT HOLDER,405,9.642857142857142,587.25,45,9,68.0,155.0,Reorder,110.0
21817,GLITTER CHRISTMAS TREE,1671,13.261904761904763,1058.79,66,11,93.0,239.0,Reorder,173.0
21818,GLITTER CHRISTMAS HEART ,1670,11.517241379310345,1400.78,285,10,81.0,196.0,Healthy,0.0
21818,GLITTER HEART DECORATION,2434,17.26241134751773,1056.3400000000001,35,8,121.0,259.0,Reorder,224.0
21819,GLITTER CHRISTMAS STAR ,3780,15.75,2173.7599999999998,218,14,110.0,330.0,Reorder,112.0
21820,GLITTER HEART GARLAND WITH BELLS ,740,5.36231884057971,2724.71,105,8,38.0,81.0,Healthy,0.0
21821,GLITTER STAR GARLAND WITH BELLS ,651,5.972477064220183,2408.85,269,7,42.0,84.0,Overstock,0.0
21822,GLITTER CHRISTMAS TREE WITH BELLS,868,8.594059405940595,1102.9,289,3,60.0,86.0,Overstock,0.0
21823,PAINTED METAL HEART WITH HOLLY BELL,2268,12.670391061452515,2224.24,136,11,89.0,228.0,Reorder,92.0
21824,PAINTED METAL STAR WITH HOLLY BELLS,2304,13.714285714285714,1918.1599999999999,26,11,96.0,247.0,Reorder,221.0
21825,PAINTED METAL TREE WITH HOLLY BELLS,722,10.027777777777779,1027.6999999999998,156,11,70.0,180.0,Reorder,24.0
21826,EIGHT PIECE DINOSAUR SET,1691,8.583756345177665,2072.71,195,13,60.0,172.0,Healthy,0.0
21827,EIGHT PIECE CREEPY CRAWLIE SET,810,6.328125,1007.94,234,10,44.0,107.0,Overstock,0.0
21828,EIGHT PIECE SNAKE  SET,1060,7.114093959731544,1283.96,101,12,50.0,135.0,Reorder,34.0
21829,DINOSAUR KEYRINGS ASSORTED,14192,46.99337748344371,2940.0299999999997,242,5,329.0,564.0,Reorder,322.0
21830,ASSORTED CREEPY CRAWLIES,7387,32.541850220264315,3059.95,122,3,228.0,326.0,Reorder,204.0
21832,CHOCOLATE CALCULATOR,2995,10.472027972027972,4833.23,292,13,73.0,209.0,Healthy,0.0
21833,CAMOUFLAGE LED TORCH,5931,17.547337278106507,9797.31,33,14,123.0,369.0,Reorder,336.0
21836,GINGHAM OVEN GLOVE RED HEART ,225,2.7777777777777777,843.75,178,14,19.0,58.0,Overstock,0.0
21837,CROSS STITCH ALPHABET CUSHION COVER,216,3.085714285714286,1285.2,171,10,22.0,53.0,Overstock,0.0
21838,DADDY MOUSE RED GINGHAM BOW TIE,1,1.0,5.45,127,9,7.0,16.0,Overstock,0.0
21839,MUMMY MOUSE RED GINGHAM RIBBON,198,2.4444444444444446,1058.1000000000001,207,7,17.0,34.0,Overstock,0.0
21841,BABY MOUSE RED GINGHAM DRESS,427,3.416,1785.25,117,12,24.0,65.0,Healthy,0.0
21842,PINK HEART CANDY BUTTON CALCULATOR,541,14.236842105263158,1257.15,150,9,100.0,228.0,Reorder,78.0
21843,RED RETROSPOT CAKE STAND,4298,4.363451776649746,42862.74,190,12,31.0,83.0,Overstock,0.0
21843,RETRO SPOT CAKE STAND,1431,4.850847457627118,15083.449999999999,202,6,34.0,63.0,Overstock,0.0
21844,RED RETROSPOT MUG,3787,12.665551839464882,10415.65,58,11,89.0,228.0,Reorder,170.0
21844,RETRO SPOT MUG,1396,11.168,3878.2000000000003,34,13,78.0,223.0,Reorder,189.0
21845,DAIRY MAID STRIPE MUG,2419,16.79861111111111,3176.05,23,12,118.0,320.0,Reorder,297.0
21846,PINK DIAMANTE PEN IN GIFT BOX,944,10.727272727272727,1873.42,229,4,75.0,118.0,Healthy,0.0
21847,GREEN  DIAMANTE PEN IN GIFT BOX,252,10.956521739130435,448.2,180,11,77.0,198.0,Reorder,18.0
21849,SILVER DIAMANTE PEN IN GIFT BOX,460,7.540983606557377,1020.34,35,11,53.0,136.0,Reorder,101.0
21850,BLUE  DIAMANTE PEN IN GIFT BOX,321,7.465116279069767,675.75,127,7,52.0,104.0,Healthy,0.0
21851,LILAC DIAMANTE PEN IN GIFT BOX,383,8.326086956521738,736.6700000000001,246,13,58.0,166.0,Healthy,0.0
21852,EMPIRE TEDDY,1,1.0,6.95,189,3,7.0,10.0,Overstock,0.0
21864,UNION JACK FLAG PASSPORT COVER ,1483,5.59622641509434,2947.02,53,9,39.0,89.0,Reorder,36.0
21865,PINK UNION JACK  PASSPORT COVER ,765,3.660287081339713,1601.5800000000002,270,12,26.0,70.0,Overstock,0.0
21866,UNION JACK FLAG LUGGAGE TAG,1659,5.53,2068.4,266,12,39.0,105.0,Overstock,0.0
21867,PINK UNION JACK  LUGGAGE TAG,972,4.584905660377358,1214.21,288,6,32.0,60.0,Overstock,0.0
21868,POTTING SHED TEA MUG,8770,12.096551724137932,10353.86,160,11,85.0,218.0,Reorder,58.0
21869,POTTING SHED COFFEE MUG,1245,11.971153846153847,1430.85,293,8,84.0,180.0,Healthy,0.0
21870,I CAN ONLY PLEASE ONE PERSON MUG,5925,10.911602209944752,7124.67,115,5,76.0,131.0,Reorder,16.0
21871,SAVE THE PLANET MUG,11099,18.28500823723229,12515.44,246,8,128.0,274.0,Reorder,28.0
21872,GLAMOROUS  MUG,5032,17.533101045296167,4993.0,58,12,123.0,333.0,Reorder,275.0
21873,IF YOU CAN'T STAND THE HEAT MUG,1943,12.953333333333333,2191.75,48,8,91.0,195.0,Reorder,147.0
21874,GIN AND TONIC MUG,6122,13.454945054945055,7509.76,264,7,94.0,188.0,Healthy,0.0
21875,KINGS CHOICE MUG,6681,20.36890243902439,7450.17,255,4,143.0,224.0,Healthy,0.0
21876,POTTERING MUG,5303,13.126237623762377,6222.47,204,12,92.0,250.0,Reorder,46.0
21877,HOME SWEET HOME MUG,13856,21.25153374233129,15399.56,291,12,149.0,404.0,Reorder,113.0
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,5383,18.247457627118646,4273.17,255,4,128.0,201.0,Healthy,0.0
21879,HEARTS GIFT TAPE,1366,14.53191489361702,522.38,258,9,102.0,233.0,Healthy,0.0
21880,RED AND WHITE SPOT TAPE,434,12.4,282.1,285,4,87.0,137.0,Overstock,0.0
21880,RED RETROSPOT TAPE,1548,13.821428571428571,727.44,84,14,97.0,290.0,Reorder,206.0
21881,CUTE CATS TAPE,1183,18.2,450.75000000000006,196,8,127.0,273.0,Reorder,77.0
21882,SKULLS TAPE,921,12.791666666666666,398.73,22,7,90.0,180.0,Reorder,158.0
21883,STARS GIFT TAPE ,2038,12.351515151515152,1015.3600000000001,161,6,86.0,160.0,Healthy,0.0
21884,CAKES AND BOWS GIFT  TAPE,1232,18.11764705882353,457.36,177,9,127.0,290.0,Reorder,113.0
21888,BINGO SET,3219,5.125796178343949,11877.45,165,10,36.0,87.0,Healthy,0.0
21889,WOODEN BOX OF DOMINOES,11803,13.291666666666666,14430.66,172,6,93.0,173.0,Reorder,1.0
21890,S/6 WOODEN SKITTLES IN COTTON BAG,3296,7.885167464114833,9347.16,212,3,55.0,79.0,Overstock,0.0
21891,TRADITIONAL WOODEN SKIPPING ROPE,11721,17.061135371179038,14603.13,92,3,119.0,170.0,Reorder,78.0
21892,TRADITIONAL WOODEN CATCH CUP GAME ,7273,11.692926045016078,8814.42,159,3,82.0,117.0,Healthy,0.0
21893,POTTING SHED SEED TIN,164,12.615384615384615,523.0,206,13,88.0,252.0,Reorder,46.0
21894,POTTING SHED SEED ENVELOPES,1144,7.477124183006536,1400.13,80,3,52.0,74.0,Healthy,0.0
21895,POTTING SHED SOW 'N' GROW SET,529,7.557142857142857,1540.25,217,7,53.0,106.0,Overstock,0.0
21896,POTTING SHED TWINE,2297,10.030567685589519,4618.08,30,6,70.0,130.0,Reorder,100.0
21897,POTTING SHED CANDLE CITRONELLA,857,8.401960784313726,2588.27,81,11,59.0,151.0,Reorder,70.0
21898,POTTING SHED ROSE CANDLE,760,8.26086956521739,2349.88,245,5,58.0,99.0,Overstock,0.0
21899,GARAGE KEY FOB,730,6.293103448275862,489.20000000000005,172,9,44.0,101.0,Healthy,0.0
21899,"KEY FOB , GARAGE DESIGN",5785,13.90625,3601.73,218,13,97.0,278.0,Reorder,60.0
21900,"KEY FOB , SHED",8033,12.025449101796408,5094.29,71,10,84.0,204.0,Reorder,133.0
21901,"KEY FOB , BACK DOOR ",6014,10.124579124579125,3833.42,279,8,71.0,152.0,Healthy,0.0
21902,"KEY FOB , FRONT  DOOR ",5225,12.32311320754717,3244.59,78,14,86.0,259.0,Reorder,181.0
21903,MAN FLU METAL SIGN,3342,9.658959537572255,6574.380000000001,91,12,68.0,184.0,Reorder,93.0
21904,HOUSE WRECKING METAL SIGN ,735,5.6106870229007635,1152.0,167,3,39.0,56.0,Overstock,0.0
21905,MORE BUTTER METAL SIGN ,1520,7.794871794871795,1977.8500000000001,82,10,55.0,133.0,Reorder,51.0
21906,PHARMACIE FIRST AID TIN,1642,5.246006389776358,11093.9,262,12,37.0,100.0,Overstock,0.0
21907,I'M ON HOLIDAY METAL SIGN,4990,7.128571428571429,10306.150000000001,126,5,50.0,86.0,Healthy,0.0
21908,CHOCOLATE THIS WAY METAL SIGN,9396,11.61433868974042,18041.24,245,10,81.0,197.0,Healthy,0.0
21910,WAY OUT METAL SIGN ,1034,10.237623762376238,1331.6999999999998,237,14,72.0,215.0,Healthy,0.0
21911,GARDEN METAL SIGN ,2374,9.237354085603112,3609.8999999999996,260,6,65.0,120.0,Overstock,0.0
21912,VINTAGE SNAKES & LADDERS,3387,5.489465153970826,12157.97,278,10,38.0,93.0,Overstock,0.0
21913,VINTAGE SEASIDE JIGSAW PUZZLES,988,4.819512195121951,3590.02,281,13,34.0,97.0,Overstock,0.0
21914,BLUE HARMONICA IN BOX ,11830,14.28743961352657,14667.47,24,3,100.0,143.0,Reorder,119.0
21915,RED  HARMONICA IN BOX ,35229,39.58314606741573,39870.65,280,5,277.0,475.0,Reorder,195.0
21916,SET 12 RETRO WHITE CHALK STICKS,10417,18.974499089253186,4211.98,73,8,133.0,285.0,Reorder,212.0
21917,SET 12 KIDS  WHITE CHALK STICKS,7892,20.4987012987013,3226.38,66,11,143.0,368.0,Reorder,302.0
21918,SET 12 KIDS COLOUR  CHALK STICKS,14126,23.861486486486488,5681.2,234,4,167.0,262.0,Reorder,28.0
21922,UNION STRIPE WITH FRINGE  HAMMOCK,1280,3.867069486404834,9624.04,196,13,27.0,77.0,Overstock,0.0
21923,RED/CREAM STRIPE FRINGE HAMMOCK,325,3.009259259259259,2483.75,28,3,21.0,30.0,Reorder,2.0
21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,304,2.690265486725664,2307.8,118,12,19.0,51.0,Overstock,0.0
21925,UNION STRIPE CUSHION COVER ,1178,7.551282051282051,1449.7,39,5,53.0,91.0,Reorder,52.0
21926,RED/CREAM STRIPE CUSHION COVER ,992,7.294117647058823,1224.8,260,6,51.0,95.0,Overstock,0.0
21927,BLUE/CREAM STRIPE CUSHION COVER ,1195,6.9476744186046515,1478.55,80,13,49.0,139.0,Reorder,59.0
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,7754,17.11699779249448,14626.73,197,7,120.0,240.0,Reorder,43.0
21928,JUMBO BAG SCANDINAVIAN PAISLEY,15358,21.125171939477305,26847.1,81,5,148.0,254.0,Reorder,173.0
21929,JUMBO BAG PINK VINTAGE PAISLEY,24108,19.50485436893204,43313.9,164,12,137.0,371.0,Reorder,207.0
21930,JUMBO STORAGE BAG SKULLS,12305,12.171117705242334,22795.28,235,13,85.0,243.0,Reorder,8.0
21931,JUMBO STORAGE BAG SUKI,25970,15.028935185185185,47760.99,22,4,105.0,165.0,Reorder,143.0
21932,SCANDINAVIAN PAISLEY PICNIC BAG,3517,7.062248995983936,7260.76,179,4,49.0,77.0,Overstock,0.0
21933,PINK VINTAGE PAISLEY PICNIC BAG,3782,7.945378151260504,8034.86,246,9,56.0,128.0,Healthy,0.0
21934,SKULL SHOULDER BAG,3258,9.416184971098266,5155.7,288,11,66.0,170.0,Healthy,0.0
21935,SUKI  SHOULDER BAG,5021,11.083885209713024,7898.07,139,12,78.0,211.0,Reorder,72.0
21936,RED RETROSPOT PICNIC BAG,6292,8.924822695035461,17462.96,108,4,62.0,98.0,Healthy,0.0
21936,RED/WHITE SPOT PICNIC BAG,1091,12.988095238095237,2974.45,87,9,91.0,208.0,Reorder,121.0
21937,STRAWBERRY   PICNIC BAG,3801,7.556660039761431,10572.95,117,9,53.0,121.0,Reorder,4.0
21942,SKULLS DESIGN FLANNEL,1322,20.65625,691.2,286,13,145.0,414.0,Reorder,128.0
21943,CAKES AND RABBITS DESIGN FLANNEL ,387,9.439024390243903,304.83,124,9,66.0,151.0,Reorder,27.0
21944,KITTENS DESIGN FLANNEL,1538,20.236842105263158,811.1,142,5,142.0,243.0,Reorder,101.0
21945,STRAWBERRIES  DESIGN FLANNEL ,1518,20.24,859.64,48,14,142.0,425.0,Reorder,377.0
21946,PARTY TIME DESIGN FLANNEL,579,19.3,307.81,156,9,135.0,309.0,Reorder,153.0
21947,SET OF 6 HEART CHOPSTICKS,1371,7.879310344827586,1708.17,214,3,55.0,79.0,Overstock,0.0
21948,SET OF 6 CAKE CHOPSTICKS,1990,17.304347826086957,2298.31,245,12,121.0,329.0,Reorder,84.0
21949,SET OF 6 STRAWBERRY CHOPSTICKS,2343,17.355555555555554,2682.79,189,3,121.0,173.0,Healthy,0.0
21950,SET OF 6 DOTS CHOPSTICKS,185,92.5,197.05,28,7,648.0,1296.0,Reorder,1268.0
21955,  DOORMAT UNION JACK GUNS AND ROSES,167,3.2745098039215685,1071.25,59,4,23.0,36.0,Healthy,0.0
21955,DOOR MAT UNION JACK GUNS AND ROSES,725,4.393939393939394,4547.29,44,11,31.0,79.0,Reorder,35.0
21955,DOORMAT UNION JACK GUNS AND ROSES,2078,7.501805054151625,11722.24,280,9,53.0,121.0,Overstock,0.0
21955,UNION JACK GUNS & ROSES  DOORMAT,747,8.586206896551724,3737.4500000000003,245,6,60.0,112.0,Overstock,0.0
21967,PACK OF 12 SKULL TISSUES,15449,41.087765957446805,4246.29,143,6,288.0,535.0,Reorder,392.0
21972,SET OF 36 DINOSAUR PAPER DOILIES,1000,7.518796992481203,1450.0,57,4,53.0,83.0,Reorder,26.0
21973,SET OF 36 MUSHROOM PAPER DOILIES,1614,10.024844720496894,2253.9,270,7,70.0,140.0,Healthy,0.0
21974,SET OF 36 PAISLEY FLOWER DOILIES,6652,11.921146953405017,9374.96,195,6,83.0,155.0,Healthy,0.0
21975,PACK OF 60 DINOSAUR CAKE CASES,30881,26.644521138912857,14818.01,109,14,187.0,560.0,Reorder,451.0
21976,PACK OF 60 MUSHROOM CAKE CASES,14053,19.356749311294767,7073.63,56,3,135.0,193.0,Reorder,137.0
21977,PACK OF 60 PINK PAISLEY CAKE CASES,54592,34.05614472863381,26407.350000000002,195,14,238.0,715.0,Reorder,520.0
21980,PACK OF 12 RED RETROSPOT TISSUES ,8425,24.34971098265896,2533.77,100,10,170.0,413.0,Reorder,313.0
21980,PACK OF 12 RED SPOTTY TISSUES ,22641,100.18141592920354,5922.509999999999,133,5,701.0,1202.0,Reorder,1069.0
21981,PACK OF 12 WOODLAND TISSUES ,25859,65.13602015113351,6855.19,59,8,456.0,977.0,Reorder,918.0
21982,PACK OF 12 SUKI TISSUES ,31340,58.57943925233645,9774.279999999999,243,6,410.0,761.0,Reorder,518.0
21983,PACK OF 12 BLUE PAISLEY TISSUES ,6000,22.641509433962263,1776.84,134,11,158.0,407.0,Reorder,273.0
21984,PACK OF 12 PINK PAISLEY TISSUES ,25150,70.44817927170868,6880.0,205,9,493.0,1127.0,Reorder,922.0
21985,PACK OF 12 HEARTS DESIGN TISSUES ,24766,33.15394912985274,8441.64,75,11,232.0,597.0,Reorder,522.0
21986,PACK OF 12 PINK POLKADOT TISSUES,4952,22.206278026905828,1410.2199999999998,59,12,155.0,421.0,Reorder,362.0
21986,PACK OF 12 PINK SPOT TISSUES ,8151,51.9171974522293,3058.93,59,5,363.0,623.0,Reorder,564.0
21987,PACK OF 6 SKULL PAPER CUPS,6320,17.802816901408452,3848.8,256,3,125.0,178.0,Healthy,0.0
21988,PACK OF 6 SKULL PAPER PLATES,7649,21.365921787709496,5544.05,281,7,150.0,300.0,Reorder,19.0
21989,PACK OF 20 SKULL PAPER NAPKINS,8073,16.995789473684212,5973.09,235,5,119.0,204.0,Healthy,0.0
21990,MODERN FLORAL STATIONERY SET,1786,7.567796610169491,2818.3,166,8,53.0,114.0,Healthy,0.0
21991,BOHEMIAN COLLAGE STATIONERY SET,874,6.287769784172662,1333.98,187,10,44.0,107.0,Healthy,0.0
21992,VINTAGE PAISLEY STATIONERY SET,2064,6.573248407643312,3436.04,111,13,46.0,131.0,Reorder,20.0
21993,FLORAL FOLK STATIONERY SET,2051,7.196491228070175,3171.4,78,6,50.0,93.0,Reorder,15.0
22021,BLUE FELT EASTER EGG BASKET,1305,6.126760563380282,2106.45,78,7,43.0,86.0,Reorder,8.0
22023,EMPIRE BIRTHDAY CARD,4812,15.423076923076923,1939.47,188,7,108.0,216.0,Reorder,28.0
22024,RAINY LADIES BIRTHDAY CARD,5155,17.654109589041095,2069.53,288,6,124.0,230.0,Healthy,0.0
22025,RING OF ROSES BIRTHDAY CARD,3817,18.71078431372549,1523.22,64,6,131.0,243.0,Reorder,179.0
22026,BANQUET BIRTHDAY  CARD  ,3880,14.865900383141762,1592.88,200,6,104.0,193.0,Healthy,0.0
22027,TEA PARTY BIRTHDAY CARD,10808,16.967032967032967,4395.65,189,6,119.0,221.0,Reorder,32.0
22028,PENNY FARTHING BIRTHDAY CARD,6083,16.620218579234972,2474.29,210,6,116.0,216.0,Reorder,6.0
22029,SPACE BOY BIRTHDAY CARD,805,15.18867924528302,333.78000000000003,174,7,106.0,212.0,Reorder,38.0
22029,SPACEBOY BIRTHDAY CARD,16198,19.972872996300865,6440.0599999999995,207,4,140.0,220.0,Reorder,13.0
22030,SWALLOWS GREETING CARD,12340,20.26272577996716,4948.05,26,4,142.0,223.0,Reorder,197.0
22031,BOTANICAL LAVENDER BIRTHDAY CARD,963,12.0375,409.17,152,11,84.0,216.0,Reorder,64.0
22032,BOTANICAL LILY GREETING CARD,903,12.202702702702704,378.42,254,4,85.0,134.0,Healthy,0.0
22033,BOTANICAL ROSE GREETING CARD,1552,14.504672897196262,644.64,64,8,102.0,218.0,Reorder,154.0
22034,ROBIN CHRISTMAS CARD,1533,18.46987951807229,635.22,268,4,129.0,203.0,Healthy,0.0
22035,VINTAGE CARAVAN GREETING CARD ,3930,16.10655737704918,1608.22,50,7,113.0,226.0,Reorder,176.0
22036,DINOSAUR BIRTHDAY CARD,1618,14.709090909090909,668.76,42,6,103.0,191.0,Reorder,149.0
22037,ROBOT BIRTHDAY CARD,6751,14.212631578947368,2806.0,179,14,99.0,298.0,Reorder,119.0
22038,BOTANICAL LAVENDER GIFT WRAP ,1150,25.555555555555557,481.0,177,9,179.0,409.0,Reorder,232.0
22039,BOTANICAL LILY GIFT WRAP,850,28.333333333333332,353.0,58,9,198.0,453.0,Reorder,395.0
22040,BOTANICAL ROSE GIFT WRAP,2815,29.9468085106383,1144.3,101,8,210.0,450.0,Reorder,349.0
22041,"RECORD FRAME 7"" SINGLE SIZE ",6845,21.191950464396285,15088.77,277,12,148.0,402.0,Reorder,125.0
22042,CHRISTMAS CARD SINGING ANGEL,1625,16.75257731958763,577.62,225,7,117.0,234.0,Reorder,9.0
22043,CHRISTMAS CARD SCREEN PRINT ,2112,22.70967741935484,583.08,96,3,159.0,227.0,Reorder,131.0
22044,CHRISTMAS CARD STACK OF PRESENTS,1909,22.458823529411763,536.82,31,14,157.0,471.0,Reorder,440.0
22045,SPACE BOY GIFT WRAP,775,28.703703703703702,325.5,243,5,201.0,345.0,Reorder,102.0
22045,SPACEBOY GIFT WRAP,13642,30.86425339366516,5603.64,32,11,216.0,556.0,Reorder,524.0
22046,TEA PARTY  WRAPPING PAPER ,6350,30.67632850241546,2603.0,65,3,215.0,307.0,Reorder,242.0
22047,EMPIRE GIFT WRAP,8225,31.634615384615383,3340.5,174,7,221.0,442.0,Reorder,268.0
22048,BIRTHDAY BANQUET GIFT WRAP,2815,27.598039215686274,1166.3,132,4,193.0,303.0,Reorder,171.0
22049,WRAP CHRISTMAS SCREEN PRINT,3450,30.530973451327434,994.75,252,6,214.0,397.0,Reorder,145.0
22050,PINK PAISLEY ROSE GIFT WRAP,3300,28.695652173913043,1354.0,36,13,201.0,574.0,Reorder,538.0
22051,BLUE SCANDINAVIAN PAISLEY WRAP,3175,27.370689655172413,1317.5,242,3,192.0,274.0,Reorder,32.0
22052,VINTAGE CARAVAN GIFT WRAP,3446,27.79032258064516,1427.32,207,5,195.0,334.0,Reorder,127.0
22053,EMPIRE DESIGN ROSETTE,4518,68.45454545454545,3948.9199999999996,182,12,479.0,1300.0,Reorder,1118.0
22054,MINI CAKE STAND HANGING HEARTS,321,5.836363636363636,520.05,93,9,41.0,94.0,Reorder,1.0
22055,MINI CAKE STAND  HANGING STRAWBERY,4491,9.0,6731.23,252,12,63.0,171.0,Healthy,0.0
22056,CERAMIC PLATE LOVE HEART DESIGN,596,23.84,619.84,243,5,167.0,286.0,Reorder,43.0
22057,CERAMIC PLATE STRAWBERRY DESIGN,2903,16.78034682080925,3484.35,79,6,117.0,218.0,Reorder,139.0
22058,CERAMIC LOVE HEARTS DESIGN MUG,503,5.08080808080808,749.47,241,4,36.0,56.0,Overstock,0.0
22059,CERAMIC STRAWBERRY DESIGN MUG,2534,12.124401913875598,3064.3799999999997,56,5,85.0,146.0,Reorder,90.0
22059,CERAMIC STRWBERRY DESIGN MUG,2269,12.965714285714286,3130.25,297,11,91.0,234.0,Healthy,0.0
22060,LARGE CAKE STAND HANGING HEARTS,714,4.890410958904109,5285.22,215,5,34.0,58.0,Overstock,0.0
22061,LARGE CAKE STAND  HANGING STRAWBERY,2086,4.698198198198198,17354.85,261,13,33.0,94.0,Overstock,0.0
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,711,7.181818181818182,1048.49,238,7,50.0,100.0,Overstock,0.0
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2161,8.093632958801498,5532.55,211,4,57.0,89.0,Overstock,0.0
22064,PINK DOUGHNUT TRINKET POT ,6214,12.630081300813009,9302.099999999999,36,6,88.0,164.0,Reorder,128.0
22065,CHRISTMAS PUDDING TRINKET POT ,8257,23.795389048991353,5453.99,31,14,167.0,500.0,Reorder,469.0
22066,LOVE HEART TRINKET POT,3406,13.1,2654.64,212,9,92.0,210.0,Healthy,0.0
22067,CHOC TRUFFLE GOLD TRINKET POT ,1765,9.697802197802197,2717.1299999999997,41,9,68.0,155.0,Reorder,114.0
22068, BLACK PIRATE TREASURE CHEST,45,3.4615384615384617,74.25,139,14,24.0,72.0,Healthy,0.0
22068,BLACK PIRATE TREASURE CHEST,892,5.309523809523809,1254.1799999999998,229,5,37.0,64.0,Overstock,0.0
22069, BROWN  PIRATE TREASURE CHEST ,36,5.142857142857143,59.39999999999999,289,7,36.0,72.0,Overstock,0.0
22069,BROWN  PIRATE TREASURE CHEST ,603,7.178571428571429,858.3299999999999,211,3,50.0,72.0,Overstock,0.0
22070,SMALL RED RETROSPOT MUG IN BOX ,1426,7.165829145728643,4078.51,194,12,50.0,136.0,Healthy,0.0
22070,SMALL RETRO SPOT MUG IN BOX  RED,317,3.9625,1188.75,223,12,28.0,76.0,Overstock,0.0
22071,SMALL RETRO SPOT MUG IN BOX  WHITE,379,4.7974683544303796,1395.33,183,12,34.0,92.0,Healthy,0.0
22071,SMALL WHITE RETROSPOT MUG IN BOX ,1125,6.987577639751553,2825.37,270,13,49.0,140.0,Healthy,0.0
22072,RED RETROSPOT TEA CUP AND SAUCER ,1561,5.019292604501608,5295.57,246,3,35.0,50.0,Overstock,0.0
22072,TEA CUP AND SAUCER RETRO SPOT,614,5.847619047619047,2218.98,26,7,41.0,82.0,Reorder,56.0
22073,RED RETROSPOT STORAGE JAR,1254,5.016,4566.42,48,12,35.0,95.0,Reorder,47.0
22073,RETRO SPOT STORAGE JAR,675,5.487804878048781,2439.09,52,11,38.0,98.0,Reorder,46.0
22074,6 RIBBONS SHIMMERING PINKS ,1741,11.16025641025641,1707.59,153,3,78.0,111.0,Healthy,0.0
22075,6 RIBBONS ELEGANT CHRISTMAS ,2801,10.731800766283525,4031.2699999999995,98,3,75.0,107.0,Reorder,9.0
22076,6 RIBBONS EMPIRE  ,2100,8.641975308641975,3030.4199999999996,77,6,60.0,112.0,Reorder,35.0
